"id","nombre_publicacion","descripcion"
5426,Introducción Asignatura(MBAgl1-SPgam1-Global Account Management-des18),
5427,Comprender al cliente global,Comprender al cliente global: proceso de toma de decisiones: Tipos de DMU´s. ?Quién es quién en el grupo de toma de decisiones?. Estrategias persuasivas.
5428,Caso Integrador,Desarrollar un Caso Integrador.
5429,Final Integrated Activities,
5430,Introducción Asignatura(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5431,Semana 1 - Introducción al servicio(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5432,Semana 2 - Investigación de Mercado(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5433,Ecuación de Valor,
5434,Semana 4 - Procesos para crear y sostener valor(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5435,Semana 5 - Innovación aplicada al servicio(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5436,Semana 6 y 7 -  Marketing plan(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5437,Semana 8: Semana integradora(MSmyv1-SPcms1-Comprehensive Marketing Strategy-des18),
5438,Cuestionario: Guia Introductoria(OPMA UNICA Asignatura de Inicio),
5439,Bienvenido(OPMA UNICA Asignatura de Inicio),
5440,Semana 8 - Módulo Integrador(ADENU-MSC-Desarrollo Organizacional-des18),
5441,Introducción Asignatura(ADENU-MSC-Desarrollo Organizacional-des18),
5442,Semanas 1 y 2 - Del pensamiento aislado al pensamiento integral(ADENU-MSC-Desarrollo Organizacional-des18),
5443,Semana 3 - Alineamiento del Capital Humano(ADENU-MSC-Desarrollo Organizacional-des18),
5444,Semana 4 - Desarrollo Organizacional(ADENU-MSC-Desarrollo Organizacional-des18),
5445,Semana 5 - Herramientas integrales para el desarrollo de RRHH(ADENU-MSC-Desarrollo Organizacional-des18),
5446,Semana 6 -  Herramientas integrales para el desarrollo de RRHH(ADENU-MSC-Desarrollo Organizacional-des18),
5447,Semana 7 - El desarrollo Organizacional en la práctica(ADENU-MSC-Desarrollo Organizacional-des18),
5448,Introducción a la Asignatura(Simulador Negociator- des2020),
5449,Semana 1 - Comunicación Interpersonal(Simulador Negociator- des2020),
5450,Semana 2 - Principios de negociación efectiva(Simulador Negociator- des2020),
5451,Semana 3 - Capacidad de Negociación(Simulador Negociator- des2020),
5452,Semana 4 - Proyecto Harvard de Negociación(Simulador Negociator- des2020),
5453,Fin de asignatura(Simulador Negociator- des2020),
5454,Semana 7 - Negociator: Negociación(Simulador Negociator- des2020),
5455,Semana 5 -  Negociator: Información(Simulador Negociator- des2020),
5456,Semana 6 - Negociator: Prenegociación(Simulador Negociator- des2020),
5457,Semana 8 - Negociator: Conclusiones(Simulador Negociator- des2020),
5458,Bienvenidos(Simulador Negociator- des2020),
5459,Semana 1: Orientación al cliente(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5460,Semana 2: Ecuación de valor(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5461,Semana 3: Procesos para crear y sostener valor(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5462,Semana 4: Experiencia del servicio(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5463,Semana 5: Propuesta de Valor(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5464,Semana 6: Sustentar el valor(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5465,Semana 7: Creación del Valor a Través de las Operaciones(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5466,Semana 8: Creación del Valor a Través de las Operaciones(MSdop1-SPcvo1-Creating Value Through Operations-des18),
5467,Semana 2:  Prácticas Contables Generalmente Aceptadas en Estados Unidos (US GAAP)(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5468,Semana 5: La participación en los Negocios Internacionales(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5469,Semana 4: Estructura Contable de las Corporaciones Multinacionales(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5470,Semana 6: Balance de pagos(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5471,Introducción Asignatura(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5472,Semana 1: Finanzas y Contabilidad Internacionales(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5473,Semana 3: Mercado de Divisas(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5474,Semana 7: Finanzas y Contabilidad Multinacional(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5475,Semana 8: Bloque integrador(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5476,Fin de Asignatura(MBAgl1-SPmfa1-Multinational Finance and Accounting-des18),
5477,Semana 4 - Gestión y Evaluación del Desempe?o(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5478,Semana 6 - La Gestión por Competencias(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5479,Semana 2 - La Gestión del Talento. Marco Teórico y Conceptual- Parte II(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5480,Introducción Asignatura(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5481,Semana 1- La Gestión del Talento. Marco Teórico y Conceptual- Parte I(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5482,Semana 3 - Proceso de Gestión del Talento(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5483,Semana 5 - La Gestión por Objetivos(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5484,Semana 7 - Entrevista de Evaluación del Desempe?o(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5485,Semana 8 - Caso integrador(ADENU-MSC-RH-Gestión del Talento y Desempe?o-des18),
5486,Bienvenido(EMBA UNICA Asignatura de Inicio),
5487,Cómo cursar(EMBA UNICA Asignatura de Inicio),
5488,Cuestionario: Guia Introductoria(EMBA UNICA Asignatura de Inicio),
5489,Final Project,Prepare and deliver written and oral PowerPoint presentation of your marketing plan.
5490,Semana 5 - Entrega borrador completo(Copia-para-master),
5491,Semana 6 - Entrega resumen ejecutivo(Copia-para-master),
5492,Semana 7 - Entrega presentación y Elevator Pitch(Copia-para-master),
5493,Semana 8 - Entrega trabajo integrador final(Copia-para-master),
5494,Bienvenidos(Copia-para-master),
5495,Semana 1 - Elección del tema(Copia-para-master),
5496,Semana 2 - Plan de trabajo y análisis pilar necesidad(Copia-para-master),
5497,Semana 3 - Análisis pilar diagnóstico(Copia-para-master),
5498,Semana 4 - Análisis pilar intervención(Copia-para-master),
5499,Semana 5: Formulación y Evaluación de Proyectos: El Proceso(MBAex1-SPodo1-Organizational Development and Operations-des18),
5500,Semana 2: Time Span y Competencias Humanas(MBAex1-SPodo1-Organizational Development and Operations-des18),
5501,Semana 1: Alineamiento Estratégico y Clima Laboral(MBAex1-SPodo1-Organizational Development and Operations-des18),
5502,Fin de Asignatura(MBAex1-SPodo1-Organizational Development and Operations-des18),
5503,Semana 4: Introducción a la Formulación y Evaluación de Proyectos(MBAex1-SPodo1-Organizational Development and Operations-des18),
5504,Semana 7: Gestión por Procesos y Cadena de Suministros(MBAex1-SPodo1-Organizational Development and Operations-des18),
5505,Bienvenido(MBAex1-SPodo1-Organizational Development and Operations-des18),
5506,Semana 6: Modelos de Gestión Lean(MBAex1-SPodo1-Organizational Development and Operations-des18),
5507,Semana 3: Capacidad Humana(MBAex1-SPodo1-Organizational Development and Operations-des18),
5508,Semana 8: Bloque integrador(MBAex1-SPodo1-Organizational Development and Operations-des18),
5509,Bloque 3 - procesos - parte II(MBAex1-SPexc1-Coaching Ejecutivo-des19),
5510,Bloque 2  - proceso - parte I(MBAex1-SPexc1-Coaching Ejecutivo-des19),
5511,Bloque 1 - Fundamentos del coaching(MBAex1-SPexc1-Coaching Ejecutivo-des19),
5512,Introducción a la Asignatura(MBAex1-SPexc1-Coaching Ejecutivo-des19),
5513,Examen final(MBAex1-SPexc1-Coaching Ejecutivo-des19),
5514,Semana 2 y 3: Planificación Estratégica(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5515,Semana 1: Conceptos Estratégicos de Estrategia Corporativa(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5516,Semana 5: Evaluación Estratégica(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5517,Fin de Asignatura(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5518,Semana 4: Dirección y Formulación Estratégica(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5519,Bienvenido(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5520,Semana 6: Ejecución de la Planificación Estratégica(ADENU-00-EMBA-Estrategia Corporativa y Desarrollo de Negocios-des18),
5521,Semana 3 y 4 - Prácticas de Gestión LEAN aplicadas a los RRHH y Comunicaciones en Ambientes LEAN(MSdop1-SPlom1-Lean Operations Management-des18),
5522,Semana 1 y 2 - Evolución del Modelo de Gestión LEAN(MSdop1-SPlom1-Lean Operations Management-des18),
5523,Semana 6 - Estrategia 5 Ss(MSdop1-SPlom1-Lean Operations Management-des18),
5524,Semana 7 - Estrategia de Mantenimiento Productivo Total (TPM)(MSdop1-SPlom1-Lean Operations Management-des18),
5525,Bienvenido(MSdop1-SPlom1-Lean Operations Management-des18),
5526,Semana 8 - Caso Integrador(MSdop1-SPlom1-Lean Operations Management-des18),
5527,Semana 5 - Herramientas del Modelo de Gestión LEAN(MSdop1-SPlom1-Lean Operations Management-des18),
5528,Bienvenido(TR-SPsim1-Simulador-Global Challenge-GC-des18),
5529,Fin de Asignatura(TR-SPsim1-Simulador-Global Challenge-GC-des18),
5530,Semana 1 y 2 - Introducción a la Dirección de Operaciones y mejora de la competitividad(MSdop1-SPopm1-Operations Management-des181),
5531,Bienvenido(MSdop1-SPopm1-Operations Management-des181),
5532,Semana 6 - Gestión de Mantenimiento - Parte II(MSdop1-SPopm1-Operations Management-des181),
5533,"Semana 7 - Estrategias de Benchmarking, Outsourcing y Alianzas estratégicas(MSdop1-SPopm1-Operations Management-des181)",
5534,Semana 8 - Caso Integrador(MSdop1-SPopm1-Operations Management-des181),
5535,Semana 5 - Gestión de Mantenimiento - Parte I(MSdop1-SPopm1-Operations Management-des181),
5536,Semana 3 y 4 - Gestión y Organización de la Producción(MSdop1-SPopm1-Operations Management-des181),
5537,Semana 1: Strategic Analysis(Strategic Marketing 2018-desa),
5538,Semana 2: Estrategia de Producto(Strategic Marketing 2018-desa),
5539,Semana 3: Branding(Strategic Marketing 2018-desa),
5540,Semana 4: Canales(Strategic Marketing 2018-desa),
5541,Semana 5: Pricing(Strategic Marketing 2018-desa),
5542,Semana 6: Introduccion al Marketing Presence(Strategic Marketing 2018-desa),
5543,Semana 7: Introducción al servicio(Strategic Marketing 2018-desa),
5544,Semana 8: Semana de Cierre(Strategic Marketing 2018-desa),
5545,Introduction to Subject,
5546,Semana 6 - Herramientas aplicadas en el proceso de mejora continua(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5547,Semana 4 - Gestión por Procesos(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5548,Semana 2 -  Calidad en la gestión- Parte 2(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5549,Semana 5 - Estrategia de Mejora Continua(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5550,Semana 1 -  Calidad en la gestión- Parte 1(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5551,Bienvenido(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5552,Semana 3 - Introducción a Gestión por Procesos(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5553,Semana 7 - Six Sigma(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5554,Semana 8 -  Caso Integrador(ADENU-00-OPMA-Controles de Calidad y Mejora Continua-des18),
5555,Bienvenido(GMBA UNICA Asignatura de Inicio),
5556,Cómo cursar(GMBA UNICA Asignatura de Inicio),
5557,Cuestionario: Guia Introductoria(GMBA UNICA Asignatura de Inicio),
5558,Semana 7 y 8: Trabajo integrador(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5559,Fin de Asignatura(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5560,Semana 2: Research e Inteligencia Competitiva(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5561,Semana 1: Eras del Marketing: de Porter a Hax(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5562,Semana 3: Evolución del Marketing y Anatomia de la marca(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5563,"Semana 4: Perfil Competitivo, Sensibilidad y Poder de Marca(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18)",
5564,Semana 5: La Investigación y el Posicionamiento(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5565,Semana 6: Pronósticos y Tendencias en Investigación(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5566,Introducción a la asignatura(MSmyv1-SPmrf1-Marketing Research and Forecasting-des18),
5567,Semana 8 - Desafíos de la gestión humana,
5568,Semana 7 - Procesos de gestión: Workplace(MSC RRHH- El especialista estratégico en RRHH),
5569,Semana 1 - Introducción(MSC RRHH- El especialista estratégico en RRHH),
5570,Semana 2  - Competencias y procesos,
5571,Semana 3 - Gestión de personas I (SMipr3),
5572,Semana 5 - Desarrollo organizacional - Parte 1,
5573,Semana 6 - Desarrollo organizacional - Parte II,
5574,Semana 4 - Gestión de personas II,
5575,Bloque integrador - El especialista estratégico en RRHH,
5576,Bienvenido(MKTA UNICA Asignatura de Inicio),
5577,Cuestionario: Guia Introductoria(MKTA UNICA Asignatura de Inicio),
5578,Cómo cursar(MKTA UNICA Asignatura de Inicio),
5579,Bienvenido(MShum1-SPosc1-Estrategia y compensación organizacional-des18),
5580,Bloque 1 - Evolución de la organización social(MShum1-SPosc1-Estrategia y compensación organizacional-des18),
5581,"Bloque 2 - Liderazgo Carismático y Liderazgo Estratégico, en Busca de una Reconciliación Teórica(MShum1-SPosc1-Estrategia y compensación organizacional-des18)",
5582,Bloque 3 - Motivación y Desempe?o(MShum1-SPosc1-Estrategia y compensación organizacional-des18),
5583,Bloque Integrador - Parte I(MShum1-SPosc1-Estrategia y compensación organizacional-des18),
5584,Bloque Integrador - Parte II(MShum1-SPosc1-Estrategia y compensación organizacional-des18),
5585,"Semana 2 - Desarrollo de la Fuerza Laboral(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5586,"Semana 4: El Bienestar Organizacional como Socio Estratégico de Negocios(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5587,"Semana 3: Cultura Corporativa y Bienestar Organizacional(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5588,"Semana 5: Valores organizacionales(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5589,"Semana 6: Bienestar y estrés en el lugar de trabajo(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5590,"Semana 7: Seguridad y bienestar de los empleados(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5591,"Semana 8 - Bienestar Organizacional: Capital Humano, Estrés y Competencia(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5592,"Introducción Asignatura(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5593,"Semana 1 - Introducción al Bienestar Organizacional(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5594,"Fin de Asignatura(MShum1-SPowe1-Bienestar Organizacional: Capital Humano, estrés y competencia-des18)",
5595,Semana 7: Creación del flujo de cumplimiento Lean(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5596,Semana 8: Caso Integrador(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5597,Bienvenido(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5598,Semana 1: LEAN a Nivel Empresarial(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5599,Semana 2: La Empresa LEAN y Creación de Valor(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5600,Semana 3: La Cadena de Abastecimientos Lean(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5601,Semana 4: Flujo de Cumplimiento(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5602,Semana 5: Desarrollo del Modelo de Pensamiento A3(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5603,Semana 6: Caso €?Desarrollar el Modelo de Pensamiento A3€?(MSdop1-SPlsi1-Implementación de estrategias lean-des18),
5604,Bienvenido(HRMA UNICA Asignatura de Inicio),
5605,Cómo cursar(HRMA UNICA Asignatura de Inicio),
5606,Cuestionario: Guia Introductoria(HRMA UNICA Asignatura de Inicio),
5607,Semana 2: Gestión del Valor en las Organizaciones(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5608,Semana 4: La estrategia: el marco para encuadrar las acciones(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5609,Semana 6: Indicadores(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5610,Semana 7: Indicadores de RRHH(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5611,Semana 1: Sociedad del Conocimiento(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5612,Semana 3: El trabajador del conocimiento(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5613,Semana 5: Tablero de comando(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5614,Introducción Asignatura(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5615,Semana 8: Caso Integrador(MShum1-SPmkm1-Métricas de RRHH y gestión del conocimiento-des18),
5616,Semana 5 - Contabilidad y riesgos en un entorno internacional(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5617,"Semana 8 - Precios de Transferencia, Fiscalidad Internacional y Gobierno Corporativo(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020)",
5618,Semana 7 - Moneda funcional e impacto de la inflación en un entorno internacional(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5619,Semana 6 - Tipo de cambio y riesgo cambiario(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5620,Introducción Asignatura(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5621,Semana 1 - La competitividad es historia(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5622,Semana 2 - Desde cuando se habla de globalización(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5623,Semana 3 - Estrategias para internacionalizarse y ser globales(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5624,Semana 4 - La internacionalización como opción de crecimiento empresarial(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5625,Fin de Asignatura(ADENU-00-GMBA-Estrategias Internacionales de Negocios-des2020),
5626,Plan de Marketing,"Aprende a armar tu propio plan de marketing digital, a definir tu estrategia digital y a gestionar las herramientas a implementar para que el mismo sea exitoso."
5627,Finanzas Corporativas,"En este espacio aprenderás los fundamentos y herramientas de las finanzas corporativas desde un enfoque económico, patrimonial y financiero. También podrás llevar a cabo el análisis e interpretación de información desde estos 3 enfoques, así como el costo de las fuentes de financiamiento."
5670,Fundamentos del Coaching,"Aprende las teorías que constituyen la base de la práctica del coaching ejecutivo, diferencias entre el coaching y la psicoterapia, el rol del coach ejecutivo en la organización, las ventajas de implementar el coaching como intervención para la transformación organizacional."
5682,Bienvenido (MBA-UNICA - Liderazgo Gerencial y Personal V2),
5683,Introducción a la Asignatura,
5684,Introducción a la Asignatura (MBA-UNICA - Liderazgo Gerencial y Personal V2),
5685,Gestión estratégica del capital humano,"Estrategia, estructura, puestos y personas. Gestión estratégica del capital humano. Enfoque de la gestión estratégica de RRHH: modelo de roles múltiples. Puestos críticos: complejidad de los puestos. Gestión por competencias. Capacidad humana y talento. Clima laboral. El líder y su responsabilidad frente al clima organizacional. Los Entornos Vuca."
5686,Gestión de Operaciones,"Mirando al cliente. La cadena de abastecimiento y los desafíos actuales. Clasificación de proveedores. Herramientas para la mejora. El diagnóstico. Gestión por procesos. Innovación y tecnología, estrategia de la empresa. Innovación y mejora continua. Cultura de innovación. Mirando al futuro."
5687,Semana 1 | Liderazgo Gerencial Introducción (MBA-UNICA - Liderazgo Gerencial y Personal V2),
5688,Semana 2 | Liderazgo Agile (MBA-UNICA - Liderazgo Gerencial y Personal V2),
5689,Analítica de Gestión,La Utilización de Indicadores No Financieros. Análisis Predictivos a través de la Analítica De Datos. Proceso para Ejecutar el Análisis Predictivo. Escalando en el Análisis. Tipos de Modelos Predictivos. Aplicaciones del Análisis Predictivo. Motores de rendimiento.
5690,Semana 3 |  Liderazgo Personal (MBA-UNICA - Liderazgo Gerencial y Personal V2),
5691,Semana Integradora (MBA-UNICA - Liderazgo Gerencial y Personal V2),
5692,Bloque integrador,
5703,Inicio de asignatura (Des2020_Transformación digital),
5704,Entendamos la transformación digital,"Por qué es necesaria la Transformación Digital. Qué está sucediendo en el contexto actual- 
Conocer qué se puede transformar digitalmente y concientizar sobre el esfuerzo de la transformación.
Aprender las ventajas de la transformación y cómo podemos comenzar a implementarla. "
5705,La Evolución de los modelos de negocios,Modelos de negocios y la propuesta de valor. Los cambios en los mercados y la evolución dentro de la empresa. Cómo la cadena de valor convive con la transformación. El valor de la innovación dentro del proceso de transformación. 
5706,Dise?o de la propuesta de valor,"Los cambios en los procesos de compra y venta. El customer centricity y las características del nuevo consumidor. El uso del Design thinking. El customer journey map, las diferencias entre UI y UX. La curva de valor. "
5707,"Cultura, estructura organizacional y equipos de trabajo","Cultura organizacional como eje de transformación. Estructura organizacional. Equipos de trabajo. Cultura organizacional digital. Generaciones, nuevos perfiles y liderazgo."
5708,Analytics y Business Intelligence,La revolución de los datos. La madurez de la Analytics en las organizaciones. La geointeligencia. 
5709,Tecnologias que habilitan la digitalización,"La automatización de procesos. Inteligencia artificial. La realidad aumentada. Blockchain, RPA, internet de las cosas. La incorporación de la tecnología en nuestras empresas. "
5710,Cómo materializamos la transformación digital,Diferentes formas de gestionar proyectos. Manifiesto ágil. Lean Management. Scrum y Kanban.
5711,Estrategia y hoja de ruta,El propósito de la transformación digital. Diagnóstico de la madurez digital de la empresa. Los desafíos fundamentales a la hora de la transformación. Comprender los niveles de uso de la tecnología. 
5712,Fin de Asignatura (Des2020_Transformación digital),
5713,Introducción al Business Plan,"Aprende acerca de las etapas del plan de negocios, visión, mercado segmentado y propuesta de valor. Conoce cuáles son las claves para la presentación del business plan y las 4 E para ejecutarlo, lo que garantizará que el mismo sea totalmente exitoso."
5714,Semana 3 |  Regulación y buenas prácticas empresariales (CPL-UNICA Lavado de Activos y Financiación del Terrorismo),
5715,Desafíos actuales en operaciones,Desafíos actuales de operaciones. Agilidad den los procesos. BPM. Logística tradicional vs E-commerce.
5716,Bloque integrador,
5717,Bloque integrador Growth Hacking,
5718,Bloque Integrador,
5719,Bloque Integrador,
5720,Recursos humanos y la estrategia 4.0,Las personas y la implementación de la innovación. Barreras y Habilidades. Equipos Virtuales y People Management. Arquetipos limitantes. Innovaciones digitales. Liderazgo de personas a través de procesos de innovación. El contexto empresarial. 
5721,Bloque integrador (SDIG 06 - UNICA Gestión de los RRHH 4.0),
5722,Fin de Asignatura (CPL-UNI Corrupción),
5724,Marketing Plan - Promotional Strategy,"Integrated Marketing Communications (IMC), communication development process, budget allocation, decisions in marketing communications, introduction to advertising, fundamentals of sales promotion, basics of public relations and publicity, personal selling, sales management basics, personal selling and direct marketing,"
5725,Compliance,"En este workshop aprenderás acerca de Compliance en estructuras societarias internacionales, Análisis penal por jurisdicción, Adaptación del Programa de Prevención de delitos, Cultura local vs cultura empresarial, Formación en compa?ías con presencia multijurisdiccional y La problemática de la Extraterritorialidad penal, entre otros conceptos que te permitirán conocer mejor los antecedentes de compliance,"
5726,Digital Project Management,"Aprende sobre la Metodología de Gestión de Proyectos, el Fase Core, los Roles de un proyecto, la Matriz de gestión y control, los Ciclos de vida del proyecto, los distintos tipos de proyectos, utilizando herramientas digitales, con fuerte impacto en la productividad."
5728,Marketing Estratégico,"Aprende acerca del rol del marketing, el nuevo ecosistema de consumo, el entorno
competitivo, los desafíos del marketing ante la tecnología y cómo llevar a la práctica la estrategia de Marketing propiamente dicha."
5729,Estrategia Corporativa,"En este espacio aprenderás acerca de la dirección estratégica como herramienta de gestión clave para
las empresas competitivas. El proceso estratégico. El análisis de la industria y el ambiente competitivo. Definición de la visión y misión. Determinación de objetivos y del plan de acción. Aspectos claves para una implementación efectiva."
5731,Espacio de entrega (BSG-UNICA Simulador BSG),
5732,Presentación final (BSG-UNICA Simulador BSG),
5733,Digital Project Management,
5735,Marketing and Sales,"In this workshop, you will learn many crucial sales and marketing concepts and techniques and how organizations integrate them into their operations."
5739,Team Building,Construcción de equipos colaborativos. Equipos de alto rendimiento en la era digital. Cómo desarrollar y liderar equipos de alto rendimiento. Nuevos paradigmas de gestión en los equipos: presencialidad y virtualidad. Cómo integrar a los equipos y crear ambientes de trabajo para que los talentos se potencien en una gestión colaborativa.
5740,Construcción de equipos ágiles,Los equipos como estructuras flexibles para enfrentar los nuevos desafíos. El liderazgo como factor clave para generar sentido y engagement en entornos cambiantes. Agilismo como un nuevo estilo de gestión: Ser y Hacer ágilmente. Herramientas para construir equipos ágiles. Los 12 principios del Liderazgo ágil. Introducción a las metodologías más difundidas: Scrum y Kanban
5742,OBJETO DE APRENDIZAJE - PRUEBA1,
5743,Aalto rendimiento - PRUEBA,
5744,Introducción a la asignatura,
5745,"Marketing, tendencias y nuevos escenarios","Marketing, tendencias y nuevos escenarios. ?Qué es y que no el Marketing? Mercado. ?Cómo hacer crecer el mercado?"
5746,Investigación y Búsqueda de oportunidades,"Buscando oportunidades en el mercado. Tipos de mercados: mercado meta, actual, real y potencial. Comportamientos sociales. Herramientas para identificar oportunidades."
5747,set_nombre_publicacion(),
5748,Introducción Asignatura (GMBA.A3-UNICA - Liderazgo Gerencial y Personal),
5750,Desafíos y paradigmas de los sistemas de salud,"Políticas y Sistemas de Salud XXI Nuevos desafíos y paradigmas en la reforma de los sistemas de salud, y nuevas políticas de estado. Modelo de relacionamiento Hospital - Asegurador - Proveedores. Value Based Care. Pago basado en resultados. Nuevos Escenarios en Salud: Visión estratégica en una Sociedad de la Información. Tipos de organización y liderazgos en la era digital. Capacidad de diagnóstico de las organizaciones de salud en estos nuevos contextos volátiles. Population Health. "
5751,Introducción a la asignatura,
5752,Nuevas habilidades en la era digital,"Tecnologías para administración de salud poblacional. Gestión del cambio. Impacto por la relación personas-máquinas. Nuevas habilidades y competencias. Nuevas estructuras, roles y funciones."
5753,set_nombre_publicacion(),
5754,SMmss0,
5755,set_nombre_publicacion(),
5756,set_nombre_publicacion(),
5757,Bloque inicial,
5758,Feelings and non verbal skills,"Soft skills imprescindibles para impulsar el cambio continuo y transformar las organizaciones ágilmente. Habilidades gerenciales, gestión del talento y la diversidad,. Liderazgo y motivación en contextos multigeneracionales.  "
5759,Narrative and Storytelling,Importancia de la narración. Facilitar el desarrollo profesional enfrentando el miedo y promoviendo el descubrimiento del propósito.  Proyección del negocio a través de equipos de alto rendimiento en contextos ubicuos. El rol del capital humano ante el desafío de la transformación continua de las organizaciones. 
